feature,importance
feature_136,0.0
feature_178,0.0
feature_920,0.0
feature_179,0.0
feature_867,0.0
feature_878,0.0
feature_985,0.0
feature_889,0.0
feature_192,0.0
feature_874,0.0
feature_207,0.0
feature_886,0.0
feature_159,0.0
feature_891,0.0
feature_972,0.0
feature_899,0.0
feature_193,0.0
feature_147,0.0
feature_167,0.0
feature_255,0.0
feature_988,0.0
feature_844,0.0
feature_157,0.0
feature_123,0.0
feature_841,0.0
feature_126,0.0
feature_127,0.0
feature_130,0.0
feature_133,0.0
feature_859,0.0
feature_135,0.0
feature_140,0.0
feature_171,0.0
feature_156,0.0
feature_902,0.0
feature_187,0.0
feature_872,0.0
feature_935,0.0
feature_885,0.0
feature_177,0.0
feature_188,0.0
feature_922,0.0
feature_198,0.0
feature_950,0.0
feature_931,0.0
feature_236,0.0
feature_917,0.0
feature_254,0.0
feature_986,0.0
feature_890,0.0
feature_264,0.0
feature_186,0.0
feature_930,0.0
feature_194,0.0
feature_959,0.0
feature_944,0.0
feature_231,0.0
feature_894,0.0
feature_234,0.0
feature_237,0.0
feature_913,0.0
feature_199,0.0
feature_196,0.0
feature_273,0.0
feature_871,0.0
feature_884,0.0
feature_907,0.0
feature_981,0.0
feature_865,0.0
feature_896,0.0
feature_181,0.0
feature_888,0.0
feature_221,0.0
feature_210,0.0
feature_914,0.0
feature_850,0.0
feature_1079,0.0
